Bookmark,Frame#,CP#,RF Chan,Chan,Event Status,Decryption Initiated,DS,PHY,Len,Frame Size,Delta,Timestamp,RSSI,
,57,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="29.9.2017 14:19:41.682953",-69000 dBm (weak),
,58,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:41.683650",-63000 dBm (weak),
,59,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.244887",="29.9.2017 14:19:42.928537",-68000 dBm (weak),
,60,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="29.9.2017 14:19:42.929039",-46000 dBm (medium),
,61,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="29.9.2017 14:19:42.929365",-68000 dBm (weak),
,62,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="29.9.2017 14:19:42.929636",-70000 dBm (weak),
,63,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:42.930333",-63000 dBm (weak),
,64,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:02.485738",="29.9.2017 14:19:45.416071",-69000 dBm (weak),
,65,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.001200",="29.9.2017 14:19:45.417271",-44000 dBm (medium),
,66,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="29.9.2017 14:19:45.417596",-70000 dBm (weak),
,67,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="29.9.2017 14:19:45.417867",-62000 dBm (weak),
,68,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:02.484140",="29.9.2017 14:19:47.902007",-69000 dBm (weak),
,69,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:47.902704",-68000 dBm (weak),
,70,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="29.9.2017 14:19:47.903206",-48000 dBm (medium),
,71,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="29.9.2017 14:19:47.903533",-69000 dBm (weak),
,72,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="29.9.2017 14:19:47.903804",-62000 dBm (weak),
,73,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.245282",="29.9.2017 14:19:49.149086",-69000 dBm (weak),
,74,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:49.149783",-70000 dBm (weak),
,75,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:49.150480",-63000 dBm (weak),
,76,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="29.9.2017 14:19:49.150982",-38000 dBm (medium),
,77,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="29.9.2017 14:19:49.151308",-63000 dBm (weak),
,78,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.247477",="29.9.2017 14:19:50.398785",-68000 dBm (weak),
,79,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:50.399482",-69000 dBm (weak),
,80,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:50.400179",-62000 dBm (weak),
,81,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="29.9.2017 14:19:50.400681",-37000 dBm (medium),
,82,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="29.9.2017 14:19:50.401007",-61000 dBm (weak),
,83,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.229228",="29.9.2017 14:19:51.630235",-67000 dBm (weak),
,84,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:51.630932",-70000 dBm (weak),
,85,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:51.631629",-62000 dBm (weak),
,86,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.243685",="29.9.2017 14:19:52.875314",-66000 dBm (weak),
,87,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.001394",="29.9.2017 14:19:52.876708",-63000 dBm (weak),
,88,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.245975",="29.9.2017 14:19:54.122683",-68000 dBm (weak),
,89,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:54.123380",-70000 dBm (weak),
,90,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:54.124077",-62000 dBm (weak),
,91,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:01.247689",="29.9.2017 14:19:55.371767",-60000 dBm (weak),
,92,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.251154",="29.9.2017 14:19:56.622921",-66000 dBm (weak),
,93,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:56.623618",-73000 dBm (weak),
,94,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000504",="29.9.2017 14:19:56.624121",-71000 dBm (weak),
,95,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000194",="29.9.2017 14:19:56.624315",-61000 dBm (weak),
,96,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.257128",="29.9.2017 14:19:57.881443",-67000 dBm (weak),
,97,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:57.882140",-73000 dBm (weak),
,98,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:19:57.882837",-62000 dBm (weak),
,99,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240160",="29.9.2017 14:19:59.122997",-62000 dBm (weak),
,100,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.233437",="29.9.2017 14:20:00.356434",-69000 dBm (weak),
,101,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:00.357131",-69000 dBm (weak),
,102,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:00.357828",-63000 dBm (weak),
,103,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.260462",="29.9.2017 14:20:01.618291",-68000 dBm (weak),
,104,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:01.618988",-69000 dBm (weak),
,105,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:01.619685",-63000 dBm (weak),
,106,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.245682",="29.9.2017 14:20:02.865367",-69000 dBm (weak),
,107,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:02.866064",-70000 dBm (weak),
,108,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="29.9.2017 14:20:02.866566",-50000 dBm (medium),
,109,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="29.9.2017 14:20:02.866892",-70000 dBm (weak),
,110,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="29.9.2017 14:20:02.867163",-62000 dBm (weak),
,111,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.245672",="29.9.2017 14:20:04.112835",-68000 dBm (weak),
,112,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:04.113532",-71000 dBm (weak),
,113,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:04.114229",-63000 dBm (weak),
,114,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="29.9.2017 14:20:04.114731",-38000 dBm (medium),
,115,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="29.9.2017 14:20:04.115057",-62000 dBm (weak),
,116,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.260761",="29.9.2017 14:20:05.375818",-69000 dBm (weak),
,117,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:05.376515",-71000 dBm (weak),
,118,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:05.377212",-63000 dBm (weak),
,119,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.253614",="29.9.2017 14:20:06.630827",-69000 dBm (weak),
,120,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:06.631523",-70000 dBm (weak),
,121,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:06.632221",-62000 dBm (weak),
,122,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.210794",="29.9.2017 14:20:07.843015",-69000 dBm (weak),
,123,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:07.843712",-71000 dBm (weak),
,124,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:07.844409",-62000 dBm (weak),
,125,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.287142",="29.9.2017 14:20:09.131551",-67000 dBm (weak),
,126,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:09.132248",-70000 dBm (weak),
,127,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:09.132945",-62000 dBm (weak),
,128,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:01.230116",="29.9.2017 14:20:10.363061",-62000 dBm (weak),
,129,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.235003",="29.9.2017 14:20:11.598064",-68000 dBm (weak),
,130,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="29.9.2017 14:20:11.598566",-44000 dBm (medium),
,131,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="29.9.2017 14:20:11.598892",-67000 dBm (weak),
,132,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="29.9.2017 14:20:11.599163",-69000 dBm (weak),
,133,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="29.9.2017 14:20:11.599860",-62000 dBm (weak),
