Bookmark,Frame#,CP#,RF Chan,Chan,Event Status,Decryption Initiated,DS,PHY,Len,Frame Size,Delta,Timestamp,RSSI,+PDU Type (LE ADV),
,961,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.239833",="13-Nov-17 5:11:37.819476 PM",-36.000 dBm (strong),ADV_IND,
,962,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:37.819979 PM",-44.000 dBm (medium),SCAN_REQ,
,963,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:11:37.820304 PM",-36.000 dBm (strong),SCAN_RSP,
,964,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:37.820576 PM",-35.000 dBm (strong),ADV_IND,
,965,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:37.821272 PM",-42.000 dBm (medium),ADV_IND,
,966,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.236783",="13-Nov-17 5:11:39.058055 PM",-37.000 dBm (medium),ADV_IND,
,967,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:39.058557 PM",-44.000 dBm (medium),SCAN_REQ,
,968,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:39.058883 PM",-37.000 dBm (medium),SCAN_RSP,
,969,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:39.059154 PM",-35.000 dBm (strong),ADV_IND,
,970,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:39.059851 PM",-42.000 dBm (medium),ADV_IND,
,971,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246183",="13-Nov-17 5:11:40.306033 PM",-37.000 dBm (medium),ADV_IND,
,972,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:40.306731 PM",-35.000 dBm (strong),ADV_IND,
,973,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:40.307233 PM",-38.000 dBm (medium),SCAN_REQ,
,974,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:40.307559 PM",-35.000 dBm (strong),SCAN_RSP,
,975,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:40.307829 PM",-42.000 dBm (medium),ADV_IND,
,976,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240883",="13-Nov-17 5:11:41.548712 PM",-36.000 dBm (strong),ADV_IND,
,977,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:41.549409 PM",-35.000 dBm (strong),ADV_IND,
,978,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:41.549912 PM",-38.000 dBm (medium),SCAN_REQ,
,979,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:11:41.550237 PM",-35.000 dBm (strong),SCAN_RSP,
,980,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:41.550508 PM",-42.000 dBm (medium),ADV_IND,
,981,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.247011",="13-Nov-17 5:11:42.797518 PM",-37.000 dBm (medium),ADV_IND,
,982,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:42.798216 PM",-35.000 dBm (strong),ADV_IND,
,983,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:42.798718 PM",-38.000 dBm (medium),SCAN_REQ,
,984,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:42.799044 PM",-35.000 dBm (strong),SCAN_RSP,
,985,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:42.799314 PM",-42.000 dBm (medium),ADV_IND,
,986,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.236383",="13-Nov-17 5:11:44.035697 PM",-37.000 dBm (medium),ADV_IND,
,987,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:44.036199 PM",-44.000 dBm (medium),SCAN_REQ,
,988,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:44.036525 PM",-37.000 dBm (medium),SCAN_RSP,
,989,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:44.036796 PM",-35.000 dBm (strong),ADV_IND,
,990,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:44.037493 PM",-42.000 dBm (medium),ADV_IND,
,991,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.235283",="13-Nov-17 5:11:45.272775 PM",-36.000 dBm (strong),ADV_IND,
,992,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:45.273473 PM",-35.000 dBm (strong),ADV_IND,
,993,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:45.273975 PM",-38.000 dBm (medium),SCAN_REQ,
,994,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:11:45.274301 PM",-35.000 dBm (strong),SCAN_RSP,
,995,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:45.274571 PM",-42.000 dBm (medium),ADV_IND,
,996,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.236983",="13-Nov-17 5:11:46.511554 PM",-36.000 dBm (strong),ADV_IND,
,997,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:46.512251 PM",-35.000 dBm (strong),ADV_IND,
,998,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:46.512753 PM",-38.000 dBm (medium),SCAN_REQ,
,999,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:46.513079 PM",-35.000 dBm (strong),SCAN_RSP,
,1000,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:46.513350 PM",-42.000 dBm (medium),ADV_IND,
,1001,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.256083",="13-Nov-17 5:11:47.769432 PM",-37.000 dBm (medium),ADV_IND,
,1002,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:47.770130 PM",-35.000 dBm (strong),ADV_IND,
,1003,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:47.770826 PM",-43.000 dBm (medium),ADV_IND,
,1004,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.241785",="13-Nov-17 5:11:49.012611 PM",-37.000 dBm (medium),ADV_IND,
,1005,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:49.013308 PM",-36.000 dBm (strong),ADV_IND,
,1006,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:49.013811 PM",-38.000 dBm (medium),SCAN_REQ,
,1007,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:49.014137 PM",-36.000 dBm (strong),SCAN_RSP,
,1008,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:49.014408 PM",-43.000 dBm (medium),ADV_IND,
,1009,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242160",="13-Nov-17 5:11:50.256567 PM",-37.000 dBm (medium),ADV_IND,
,1010,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:50.257265 PM",-35.000 dBm (strong),ADV_IND,
,1011,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:50.257961 PM",-43.000 dBm (medium),ADV_IND,
,1012,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:50.258464 PM",-40.000 dBm (medium),SCAN_REQ,
,1013,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:50.258789 PM",-42.000 dBm (medium),SCAN_RSP,
,1014,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.241879",="13-Nov-17 5:11:51.500668 PM",-37.000 dBm (medium),ADV_IND,
,1015,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:51.501365 PM",-35.000 dBm (strong),ADV_IND,
,1016,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:51.502062 PM",-43.000 dBm (medium),ADV_IND,
,1017,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.236335",="13-Nov-17 5:11:52.738396 PM",-37.000 dBm (medium),ADV_IND,
,1018,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:52.738899 PM",-44.000 dBm (medium),SCAN_REQ,
,1019,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:52.739225 PM",-37.000 dBm (medium),SCAN_RSP,
,1020,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:52.739497 PM",-35.000 dBm (strong),ADV_IND,
,1021,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:52.740193 PM",-43.000 dBm (medium),ADV_IND,
,1022,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.244582",="13-Nov-17 5:11:53.984775 PM",-37.000 dBm (medium),ADV_IND,
,1023,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:53.985277 PM",-44.000 dBm (medium),SCAN_REQ,
,1024,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:53.985603 PM",-37.000 dBm (medium),SCAN_RSP,
,1025,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:53.985874 PM",-35.000 dBm (strong),ADV_IND,
,1026,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:53.986571 PM",-43.000 dBm (medium),ADV_IND,
,1027,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.250033",="13-Nov-17 5:11:55.236603 PM",-37.000 dBm (medium),ADV_IND,
,1028,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:55.237301 PM",-36.000 dBm (strong),ADV_IND,
,1029,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:55.237803 PM",-38.000 dBm (medium),SCAN_REQ,
,1030,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:55.238129 PM",-35.000 dBm (strong),SCAN_RSP,
,1031,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:55.238399 PM",-43.000 dBm (medium),ADV_IND,
,1032,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.239983",="13-Nov-17 5:11:56.478382 PM",-37.000 dBm (medium),ADV_IND,
,1033,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:56.479079 PM",-35.000 dBm (strong),ADV_IND,
,1034,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:56.479582 PM",-38.000 dBm (medium),SCAN_REQ,
,1035,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:56.479908 PM",-35.000 dBm (strong),SCAN_RSP,
,1036,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:56.480179 PM",-43.000 dBm (medium),ADV_IND,
,1037,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.236260",="13-Nov-17 5:11:57.716438 PM",-37.000 dBm (medium),ADV_IND,
,1038,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:57.716940 PM",-44.000 dBm (medium),SCAN_REQ,
,1039,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:57.717266 PM",-37.000 dBm (medium),SCAN_RSP,
,1040,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:57.717537 PM",-35.000 dBm (strong),ADV_IND,
,1041,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:57.718234 PM",-43.000 dBm (medium),ADV_IND,
,1042,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.248633",="13-Nov-17 5:11:58.966867 PM",-37.000 dBm (medium),ADV_IND,
,1043,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:58.967369 PM",-44.000 dBm (medium),SCAN_REQ,
,1044,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:58.967695 PM",-37.000 dBm (medium),SCAN_RSP,
,1045,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:58.967966 PM",-35.000 dBm (strong),ADV_IND,
,1046,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:58.968663 PM",-43.000 dBm (medium),ADV_IND,
,1047,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.238684",="13-Nov-17 5:12:00.207347 PM",-37.000 dBm (medium),ADV_IND,
,1048,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:00.208044 PM",-35.000 dBm (strong),ADV_IND,
,1049,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:12:00.208547 PM",-38.000 dBm (medium),SCAN_REQ,
,1050,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:12:00.208872 PM",-35.000 dBm (strong),SCAN_RSP,
,1051,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:12:00.209143 PM",-43.000 dBm (medium),ADV_IND,
,1052,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.234034",="13-Nov-17 5:12:01.443177 PM",-37.000 dBm (medium),ADV_IND,
,1053,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:01.443874 PM",-35.000 dBm (strong),ADV_IND,
,1054,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:12:01.444376 PM",-38.000 dBm (medium),SCAN_REQ,
,1055,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:12:01.444702 PM",-35.000 dBm (strong),SCAN_RSP,
,1056,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:12:01.444973 PM",-43.000 dBm (medium),ADV_IND,
,1057,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.251534",="13-Nov-17 5:12:02.696506 PM",-37.000 dBm (medium),ADV_IND,
,1058,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:02.697203 PM",-35.000 dBm (strong),ADV_IND,
,1059,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:12:02.697706 PM",-38.000 dBm (medium),SCAN_REQ,
,1060,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:12:02.698031 PM",-35.000 dBm (strong),SCAN_RSP,
,1061,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:12:02.698302 PM",-43.000 dBm (medium),ADV_IND,
,1062,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.244234",="13-Nov-17 5:12:03.942536 PM",-37.000 dBm (medium),ADV_IND,
,1063,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:03.943233 PM",-35.000 dBm (strong),ADV_IND,
,1064,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:03.943930 PM",-43.000 dBm (medium),ADV_IND,
,1065,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.248636",="13-Nov-17 5:12:05.192565 PM",-37.000 dBm (medium),ADV_IND,
,1066,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:05.193262 PM",-35.000 dBm (strong),ADV_IND,
,1067,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:12:05.193765 PM",-38.000 dBm (medium),SCAN_REQ,
,1068,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:12:05.194090 PM",-35.000 dBm (strong),SCAN_RSP,
,1069,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:12:05.194361 PM",-43.000 dBm (medium),ADV_IND,
,1070,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.243284",="13-Nov-17 5:12:06.437645 PM",-37.000 dBm (medium),ADV_IND,
,1071,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:06.438342 PM",-35.000 dBm (strong),ADV_IND,
,1072,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:06.439039 PM",-43.000 dBm (medium),ADV_IND,
,1073,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.247413",="13-Nov-17 5:12:07.686451 PM",-37.000 dBm (medium),ADV_IND,
,1074,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:07.687148 PM",-35.000 dBm (strong),ADV_IND,
,1075,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:12:07.687651 PM",-38.000 dBm (medium),SCAN_REQ,
,1076,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:12:07.687977 PM",-35.000 dBm (strong),SCAN_RSP,
,1077,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:12:07.688248 PM",-43.000 dBm (medium),ADV_IND,
,1078,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.241006",="13-Nov-17 5:12:08.929254 PM",-36.000 dBm (strong),ADV_IND,
,1079,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:08.929951 PM",-35.000 dBm (strong),ADV_IND,
,1080,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:12:08.930453 PM",-38.000 dBm (medium),SCAN_REQ,
,1081,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:12:08.930779 PM",-35.000 dBm (strong),SCAN_RSP,
,1082,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:12:08.931050 PM",-42.000 dBm (medium),ADV_IND,
,1083,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.230434",="13-Nov-17 5:12:10.161483 PM",-36.000 dBm (strong),ADV_IND,
,1084,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:10.162180 PM",-35.000 dBm (strong),ADV_IND,
,1085,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:10.162877 PM",-42.000 dBm (medium),ADV_IND,
,1086,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:12:10.163380 PM",-40.000 dBm (medium),SCAN_REQ,
,1087,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:12:10.163705 PM",-42.000 dBm (medium),SCAN_RSP,
,1088,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.244608",="13-Nov-17 5:12:11.408313 PM",-36.000 dBm (strong),ADV_IND,
,1089,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:12:11.408815 PM",-44.000 dBm (medium),SCAN_REQ,
,1090,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:12:11.409141 PM",-37.000 dBm (medium),SCAN_RSP,
,1091,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:12:11.409412 PM",-35.000 dBm (strong),ADV_IND,
,1092,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:11.410109 PM",-42.000 dBm (medium),ADV_IND,
,1093,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240384",="13-Nov-17 5:12:12.650492 PM",-37.000 dBm (medium),ADV_IND,
,1094,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:12:12.650995 PM",-44.000 dBm (medium),SCAN_REQ,
,1095,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:12:12.651321 PM",-36.000 dBm (strong),SCAN_RSP,
,1096,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:12:12.651592 PM",-35.000 dBm (strong),ADV_IND,
,1097,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:12.652289 PM",-42.000 dBm (medium),ADV_IND,
,1098,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.251583",="13-Nov-17 5:12:13.903872 PM",-36.000 dBm (strong),ADV_IND,
,1099,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:13.904569 PM",-35.000 dBm (strong),ADV_IND,
,1100,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:13.905266 PM",-42.000 dBm (medium),ADV_IND,
,1101,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.235313",="13-Nov-17 5:12:15.140579 PM",-36.000 dBm (strong),ADV_IND,
,1102,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:15.141276 PM",-35.000 dBm (strong),ADV_IND,
,1103,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:12:15.141779 PM",-38.000 dBm (medium),SCAN_REQ,
,1104,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:12:15.142104 PM",-35.000 dBm (strong),SCAN_RSP,
,1105,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:12:15.142375 PM",-42.000 dBm (medium),ADV_IND,
,1106,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.253134",="13-Nov-17 5:12:16.395508 PM",-37.000 dBm (medium),ADV_IND,
,1107,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:16.396206 PM",-35.000 dBm (strong),ADV_IND,
,1108,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:16.396902 PM",-42.000 dBm (medium),ADV_IND,
,1109,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240986",="13-Nov-17 5:12:17.637888 PM",-37.000 dBm (medium),ADV_IND,
,1110,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:12:17.638391 PM",-44.000 dBm (medium),SCAN_REQ,
,1111,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:12:17.638717 PM",-37.000 dBm (medium),SCAN_RSP,
,1112,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:12:17.638988 PM",-35.000 dBm (strong),ADV_IND,
,1113,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:17.639685 PM",-42.000 dBm (medium),ADV_IND,
,1114,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.249033",="13-Nov-17 5:12:18.888717 PM",-36.000 dBm (strong),ADV_IND,
,1115,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:12:18.889220 PM",-44.000 dBm (medium),SCAN_REQ,
,1116,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:12:18.889545 PM",-37.000 dBm (medium),SCAN_RSP,
,1117,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:12:18.889817 PM",-35.000 dBm (strong),ADV_IND,
,1118,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:18.890513 PM",-42.000 dBm (medium),ADV_IND,
,1119,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.233634",="13-Nov-17 5:12:20.124147 PM",-36.000 dBm (strong),ADV_IND,
,1120,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:12:20.124844 PM",-35.000 dBm (strong),ADV_IND,
