Bookmark,Frame#,CP#,RF Chan,Chan,Event Status,Decryption Initiated,DS,PHY,Len,Frame Size,Delta,Timestamp,RSSI,+PDU Type (LE ADV),
,799,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:10:54.248545 PM",-36.000 dBm (strong),SCAN_RSP,
,800,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:10:54.248816 PM",-43.000 dBm (medium),ADV_IND,
,801,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.253133",="13-Nov-17 5:10:55.501948 PM",-37.000 dBm (medium),ADV_IND,
,802,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:10:55.502645 PM",-35.000 dBm (strong),ADV_IND,
,803,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:10:55.503148 PM",-38.000 dBm (medium),SCAN_REQ,
,804,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:10:55.503473 PM",-35.000 dBm (strong),SCAN_RSP,
,805,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:10:55.503744 PM",-43.000 dBm (medium),ADV_IND,
,806,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242533",="13-Nov-17 5:10:56.746277 PM",-37.000 dBm (medium),ADV_IND,
,807,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:10:56.746779 PM",-44.000 dBm (medium),SCAN_REQ,
,808,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:10:56.747105 PM",-37.000 dBm (medium),SCAN_RSP,
,809,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:10:56.747376 PM",-35.000 dBm (strong),ADV_IND,
,810,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:10:56.748073 PM",-43.000 dBm (medium),ADV_IND,
,811,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.244733",="13-Nov-17 5:10:57.992805 PM",-37.000 dBm (medium),ADV_IND,
,812,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:10:57.993307 PM",-44.000 dBm (medium),SCAN_REQ,
,813,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:10:57.993633 PM",-37.000 dBm (medium),SCAN_RSP,
,814,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:10:57.993904 PM",-35.000 dBm (strong),ADV_IND,
,815,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:10:57.994601 PM",-43.000 dBm (medium),ADV_IND,
,816,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.243483",="13-Nov-17 5:10:59.238084 PM",-37.000 dBm (medium),ADV_IND,
,817,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:10:59.238781 PM",-35.000 dBm (strong),ADV_IND,
,818,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:10:59.239478 PM",-43.000 dBm (medium),ADV_IND,
,819,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242735",="13-Nov-17 5:11:00.482212 PM",-37.000 dBm (medium),ADV_IND,
,820,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:00.482909 PM",-36.000 dBm (strong),ADV_IND,
,821,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:00.483412 PM",-38.000 dBm (medium),SCAN_REQ,
,822,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:00.483737 PM",-36.000 dBm (strong),SCAN_RSP,
,823,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:00.484008 PM",-43.000 dBm (medium),ADV_IND,
,824,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.251383",="13-Nov-17 5:11:01.735391 PM",-37.000 dBm (medium),ADV_IND,
,825,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:01.736088 PM",-36.000 dBm (strong),ADV_IND,
,826,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:01.736591 PM",-38.000 dBm (medium),SCAN_REQ,
,827,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:01.736916 PM",-36.000 dBm (strong),SCAN_RSP,
,828,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:01.737187 PM",-43.000 dBm (medium),ADV_IND,
,829,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.237011",="13-Nov-17 5:11:02.974197 PM",-37.000 dBm (medium),ADV_IND,
,830,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:02.974895 PM",-35.000 dBm (strong),ADV_IND,
,831,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:02.975397 PM",-36.000 dBm (strong),SCAN_REQ,
,832,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:02.975723 PM",-35.000 dBm (strong),SCAN_RSP,
,833,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:02.975993 PM",-43.000 dBm (medium),ADV_IND,
,834,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.256355",="13-Nov-17 5:11:04.232348 PM",-37.000 dBm (medium),ADV_IND,
,835,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:04.233045 PM",-35.000 dBm (strong),ADV_IND,
,836,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:04.233547 PM",-38.000 dBm (medium),SCAN_REQ,
,837,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:04.233873 PM",-35.000 dBm (strong),SCAN_RSP,
,838,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:04.234144 PM",-43.000 dBm (medium),ADV_IND,
,839,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242411",="13-Nov-17 5:11:05.476554 PM",-37.000 dBm (medium),ADV_IND,
,840,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:05.477252 PM",-35.000 dBm (strong),ADV_IND,
,841,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:05.477948 PM",-43.000 dBm (medium),ADV_IND,
,842,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.234407",="13-Nov-17 5:11:06.712355 PM",-37.000 dBm (medium),ADV_IND,
,843,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:06.713052 PM",-34.000 dBm (strong),ADV_IND,
,844,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:06.713749 PM",-42.000 dBm (medium),ADV_IND,
,845,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.237735",="13-Nov-17 5:11:07.951483 PM",-37.000 dBm (medium),ADV_IND,
,846,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:07.952181 PM",-35.000 dBm (strong),ADV_IND,
,847,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:07.952683 PM",-38.000 dBm (medium),SCAN_REQ,
,848,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:07.953009 PM",-35.000 dBm (strong),SCAN_RSP,
,849,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:07.953279 PM",-43.000 dBm (medium),ADV_IND,
,850,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246733",="13-Nov-17 5:11:09.200012 PM",-37.000 dBm (medium),ADV_IND,
,851,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:09.200709 PM",-35.000 dBm (strong),ADV_IND,
,852,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:09.201406 PM",-43.000 dBm (medium),ADV_IND,
,853,1,    39 ,  39 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:09.201909 PM",-39.000 dBm (medium),SCAN_REQ,
,854,1,    39 ,  39 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:09.202235 PM",-42.000 dBm (medium),SCAN_RSP,
,855,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246706",="13-Nov-17 5:11:10.448940 PM",-37.000 dBm (medium),ADV_IND,
,856,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:10.449443 PM",-44.000 dBm (medium),SCAN_REQ,
,857,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:10.449768 PM",-37.000 dBm (medium),SCAN_RSP,
,858,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:10.450040 PM",-35.000 dBm (strong),ADV_IND,
,859,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:10.450736 PM",-43.000 dBm (medium),ADV_IND,
,860,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.238861",="13-Nov-17 5:11:11.689597 PM",-37.000 dBm (medium),ADV_IND,
,861,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:11.690100 PM",-44.000 dBm (medium),SCAN_REQ,
,862,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:11.690426 PM",-37.000 dBm (medium),SCAN_RSP,
,863,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:11.690697 PM",-35.000 dBm (strong),ADV_IND,
,864,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:11.691394 PM",-43.000 dBm (medium),ADV_IND,
,865,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246305",="13-Nov-17 5:11:12.937698 PM",-36.000 dBm (strong),ADV_IND,
,866,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:12.938201 PM",-44.000 dBm (medium),SCAN_REQ,
,867,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:12.938526 PM",-37.000 dBm (medium),SCAN_RSP,
,868,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:12.938798 PM",-35.000 dBm (strong),ADV_IND,
,869,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:12.939494 PM",-42.000 dBm (medium),ADV_IND,
,870,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.235685",="13-Nov-17 5:11:14.175179 PM",-36.000 dBm (strong),ADV_IND,
,871,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:14.175876 PM",-35.000 dBm (strong),ADV_IND,
,872,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:14.176379 PM",-38.000 dBm (medium),SCAN_REQ,
,873,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:11:14.176704 PM",-35.000 dBm (strong),SCAN_RSP,
,874,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:14.176975 PM",-42.000 dBm (medium),ADV_IND,
,875,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.246133",="13-Nov-17 5:11:15.423107 PM",-37.000 dBm (medium),ADV_IND,
,876,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:15.423805 PM",-35.000 dBm (strong),ADV_IND,
,877,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:15.424307 PM",-38.000 dBm (medium),SCAN_REQ,
,878,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:15.424633 PM",-35.000 dBm (strong),SCAN_RSP,
,879,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:15.424903 PM",-42.000 dBm (medium),ADV_IND,
,880,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.241383",="13-Nov-17 5:11:16.666286 PM",-36.000 dBm (strong),ADV_IND,
,881,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:16.666983 PM",-35.000 dBm (strong),ADV_IND,
,882,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:16.667486 PM",-38.000 dBm (medium),SCAN_REQ,
,883,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:11:16.667811 PM",-35.000 dBm (strong),SCAN_RSP,
,884,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:16.668082 PM",-42.000 dBm (medium),ADV_IND,
,885,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.239033",="13-Nov-17 5:11:17.907114 PM",-36.000 dBm (strong),ADV_IND,
,886,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:17.907617 PM",-44.000 dBm (medium),SCAN_REQ,
,887,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:17.907942 PM",-37.000 dBm (medium),SCAN_RSP,
,888,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:17.908214 PM",-35.000 dBm (strong),ADV_IND,
,889,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:17.908910 PM",-42.000 dBm (medium),ADV_IND,
,890,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.249411",="13-Nov-17 5:11:19.158321 PM",-36.000 dBm (strong),ADV_IND,
,891,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:19.159018 PM",-35.000 dBm (strong),ADV_IND,
,892,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:19.159715 PM",-42.000 dBm (medium),ADV_IND,
,893,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.237785",="13-Nov-17 5:11:20.397499 PM",-37.000 dBm (medium),ADV_IND,
,894,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:20.398197 PM",-35.000 dBm (strong),ADV_IND,
,895,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:20.398700 PM",-38.000 dBm (medium),SCAN_REQ,
,896,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:20.399026 PM",-35.000 dBm (strong),SCAN_RSP,
,897,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:20.399296 PM",-42.000 dBm (medium),ADV_IND,
,898,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240482",="13-Nov-17 5:11:21.639778 PM",-37.000 dBm (medium),ADV_IND,
,899,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:21.640475 PM",-35.000 dBm (strong),ADV_IND,
,900,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:21.640978 PM",-38.000 dBm (medium),SCAN_REQ,
,901,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:21.641303 PM",-35.000 dBm (strong),SCAN_RSP,
,902,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:21.641574 PM",-42.000 dBm (medium),ADV_IND,
,903,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240983",="13-Nov-17 5:11:22.882556 PM",-36.000 dBm (strong),ADV_IND,
,904,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:22.883254 PM",-35.000 dBm (strong),ADV_IND,
,905,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:22.883756 PM",-38.000 dBm (medium),SCAN_REQ,
,906,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:11:22.884082 PM",-35.000 dBm (strong),SCAN_RSP,
,907,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:22.884352 PM",-42.000 dBm (medium),ADV_IND,
,908,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.237183",="13-Nov-17 5:11:24.121535 PM",-36.000 dBm (strong),ADV_IND,
,909,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:24.122038 PM",-44.000 dBm (medium),SCAN_REQ,
,910,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:11:24.122363 PM",-37.000 dBm (medium),SCAN_RSP,
,911,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:24.122634 PM",-35.000 dBm (strong),ADV_IND,
,912,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:24.123331 PM",-42.000 dBm (medium),ADV_IND,
,913,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.229961",="13-Nov-17 5:11:25.353291 PM",-36.000 dBm (strong),ADV_IND,
,914,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:25.353989 PM",-35.000 dBm (strong),ADV_IND,
,915,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:25.354491 PM",-38.000 dBm (medium),SCAN_REQ,
,916,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:25.354817 PM",-35.000 dBm (strong),SCAN_RSP,
,917,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:25.355087 PM",-42.000 dBm (medium),ADV_IND,
,918,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.253083",="13-Nov-17 5:11:26.608170 PM",-36.000 dBm (strong),ADV_IND,
,919,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:26.608867 PM",-35.000 dBm (strong),ADV_IND,
,920,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:26.609370 PM",-38.000 dBm (medium),SCAN_REQ,
,921,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:26.609695 PM",-35.000 dBm (strong),SCAN_RSP,
,922,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:26.609966 PM",-42.000 dBm (medium),ADV_IND,
,923,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.242133",="13-Nov-17 5:11:27.852098 PM",-36.000 dBm (strong),ADV_IND,
,924,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:27.852796 PM",-35.000 dBm (strong),ADV_IND,
,925,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:27.853299 PM",-38.000 dBm (medium),SCAN_REQ,
,926,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:11:27.853624 PM",-35.000 dBm (strong),SCAN_RSP,
,927,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:27.853894 PM",-42.000 dBm (medium),ADV_IND,
,928,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.241133",="13-Nov-17 5:11:29.095027 PM",-36.000 dBm (strong),ADV_IND,
,929,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:29.095724 PM",-35.000 dBm (strong),ADV_IND,
,930,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:29.096226 PM",-38.000 dBm (medium),SCAN_REQ,
,931,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:29.096552 PM",-35.000 dBm (strong),SCAN_RSP,
,932,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:29.096823 PM",-42.000 dBm (medium),ADV_IND,
,933,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.251833",="13-Nov-17 5:11:30.348655 PM",-36.000 dBm (strong),ADV_IND,
,934,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:30.349158 PM",-44.000 dBm (medium),SCAN_REQ,
,935,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:30.349483 PM",-37.000 dBm (medium),SCAN_RSP,
,936,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:30.349755 PM",-35.000 dBm (strong),ADV_IND,
,937,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:30.350451 PM",-42.000 dBm (medium),ADV_IND,
,938,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.247883",="13-Nov-17 5:11:31.598334 PM",-37.000 dBm (medium),ADV_IND,
,939,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:31.598836 PM",-44.000 dBm (medium),SCAN_REQ,
,940,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:31.599162 PM",-37.000 dBm (medium),SCAN_RSP,
,941,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:31.599433 PM",-35.000 dBm (strong),ADV_IND,
,942,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:31.600130 PM",-42.000 dBm (medium),ADV_IND,
,943,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.240733",="13-Nov-17 5:11:32.840862 PM",-36.000 dBm (strong),ADV_IND,
,944,1,     0 ,  37 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:32.841365 PM",-44.000 dBm (medium),SCAN_REQ,
,945,1,     0 ,  37 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:11:32.841690 PM",-37.000 dBm (medium),SCAN_RSP,
,946,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:32.841962 PM",-35.000 dBm (strong),ADV_IND,
,947,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:32.842658 PM",-42.000 dBm (medium),ADV_IND,
,948,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.231833",="13-Nov-17 5:11:34.074491 PM",-36.000 dBm (strong),ADV_IND,
,949,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:34.075188 PM",-35.000 dBm (strong),ADV_IND,
,950,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:34.075885 PM",-42.000 dBm (medium),ADV_IND,
,951,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.252412",="13-Nov-17 5:11:35.328296 PM",-36.000 dBm (strong),ADV_IND,
,952,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:35.328994 PM",-35.000 dBm (strong),ADV_IND,
,953,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000503",="13-Nov-17 5:11:35.329496 PM",-38.000 dBm (medium),SCAN_REQ,
,954,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000325",="13-Nov-17 5:11:35.329822 PM",-35.000 dBm (strong),SCAN_RSP,
,955,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:35.330092 PM",-42.000 dBm (medium),ADV_IND,
,956,1,     0 ,  37 ,SUCCESS,No,,1M,36,70,=" 00:00:01.247756",="13-Nov-17 5:11:36.577848 PM",-37.000 dBm (medium),ADV_IND,
,957,1,    12 ,  38 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000697",="13-Nov-17 5:11:36.578545 PM",-35.000 dBm (strong),ADV_IND,
,958,1,    12 ,  38 ,SUCCESS,No,,1M,14,48,=" 00:00:00.000502",="13-Nov-17 5:11:36.579047 PM",-38.000 dBm (medium),SCAN_REQ,
,959,1,    12 ,  38 ,SUCCESS,No,,1M,8,42,=" 00:00:00.000326",="13-Nov-17 5:11:36.579373 PM",-35.000 dBm (strong),SCAN_RSP,
,960,1,    39 ,  39 ,SUCCESS,No,,1M,36,70,=" 00:00:00.000271",="13-Nov-17 5:11:36.579644 PM",-42.000 dBm (medium),ADV_IND,
